gene,IMR-90_NPC_siNC_1,IMR-90_NPC_siNC_2,IMR-90_NPC_siNC_3,IMR-90_NPC_siNC_4,IMR-90_NPC_siNC_5,IMR-90_NPC_siNC_6,IMR-90_NPC_siZCC_1,IMR-90_NPC_siZCC_2,IMR-90_NPC_siZCC_3,IMR-90_NPC_siZCC_4,IMR-90_NPC_siZCC_5,IMR-90_NPC_siZCC_6
AC020779.1,17,9,6,6,22,17,6,18,16,12,7,15
AC020779.2,1,0,1,1,1,0,1,0,1,0,4,0
GRAMD2A,88,71,66,64,59,81,36,49,60,42,37,46
PKM,79565,84834,86500,65331,82172,80422,62222,72423,64611,53394,59089,69838
PARP6,12219,13800,14194,11054,13791,12958,9533,12019,10420,8718,9303,10126
AC009690.3,0,0,2,0,0,0,0,0,0,0,1,1
AC009690.2,20,25,23,8,10,16,40,22,13,22,13,20
CELF6,28,34,21,26,36,31,25,23,12,32,24,35
AC009690.1,96,150,125,86,139,108,74,142,116,97,113,103
HEXA,7664,7923,8383,5972,8230,7774,6017,7815,6555,5178,5541,7005
HEXA-AS1,96,87,93,75,103,79,62,87,87,46,64,64
RPL12P35,0,1,1,2,5,5,2,4,2,0,4,5
TMEM202,0,0,0,1,1,0,0,0,0,0,0,0
TMEM202-AS1,138,134,132,125,145,154,103,80,86,76,73,118
PHBP20,0,3,1,1,0,0,2,5,0,1,1,1
AC079322.1,58,54,73,45,43,71,41,53,28,25,32,39
ARIH1,14046,14763,14425,11223,15586,15356,11105,14468,12100,9710,10716,12372
MIR630,0,0,0,0,0,0,0,0,0,0,0,0
AC100827.3,0,0,0,0,0,0,0,0,0,0,0,0
AC100827.5,1,1,0,1,1,1,1,1,1,0,0,0
AC100827.2,129,111,153,115,92,111,71,90,86,73,70,84
LINC02259,4,3,2,4,7,3,2,6,2,3,2,3
AC100827.4,69,67,48,48,63,65,49,55,33,33,31,45
AC100827.1,1,3,1,1,5,4,4,4,1,2,5,0
GOLGA6B,23,21,18,15,21,19,17,23,17,20,16,15
RN7SL853P,0,0,0,0,0,1,0,0,0,0,0,0
HIGD2B,3,4,4,2,0,11,3,2,3,2,1,1
AC009712.1,0,0,0,0,0,0,1,0,0,0,0,0
BBS4,4268,4412,4724,3519,4574,4361,3336,4233,3455,2857,3220,3765
ADPGK,4441,4400,4508,3648,4407,4338,3008,4007,3422,2654,3001,3460
ADPGK-AS1,17,16,10,10,15,15,5,8,10,8,8,8
AC103874.1,0,0,0,0,1,2,0,1,1,0,0,0
NPM1P42,1,2,0,1,1,3,0,1,1,1,1,0
NEO1,26502,30315,27576,22756,31579,29052,21143,27453,22421,19143,21965,22814
FKBP1AP2,0,0,0,0,0,0,0,0,0,0,0,0
NPM1P43,0,0,0,0,0,0,0,0,0,1,0,0
AC068397.1,0,0,0,0,0,0,1,0,0,0,0,0
HCN4,1907,2547,2098,1580,2554,2142,1676,1951,1659,1559,1700,1701
AC068397.2,3,0,0,0,0,1,3,1,0,1,1,0
REC114,0,0,0,0,0,0,0,0,0,0,0,0
MRPS15P1,1,1,0,1,0,0,0,0,0,0,0,0
NPTN,8627,8930,8758,7186,9054,9077,5722,7154,5588,4819,5489,5755
NPTN-IT1,1187,1285,995,984,1473,1432,945,1207,976,731,905,924
CD276,14571,15347,15855,12216,14966,15778,11171,13361,11632,9667,10605,12797
AC022188.1,1,1,1,0,0,1,0,2,1,1,1,1
INSYN1,3131,3902,3566,2675,3771,3044,3479,3788,3171,3206,3400,3293
INSYN1-AS1,51,90,59,48,50,29,58,78,74,59,73,56
AC018943.1,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D21,0,0,0,1,0,0,0,0,1,0,0,0
LOXL1-AS1,616,580,611,545,492,570,328,480,414,297,329,410
LOXL1,3347,3155,3540,3140,3058,3638,2397,2610,2551,1550,1834,2044
STOML1,3183,3781,3571,2565,3489,3271,2611,2960,2436,2383,2408,2808
PML,6024,6589,6260,4725,6363,6165,4974,5391,4877,4258,4413,4947
AC013486.1,4,0,1,1,0,0,4,0,1,1,0,0
DNM1P33,0,3,1,0,0,0,1,0,0,2,1,0
GOLGA6A,6,12,14,10,12,12,13,20,9,15,14,21
RN7SL429P,0,0,0,0,2,0,0,0,0,0,0,0
COMMD4P2,2,2,1,0,0,0,2,1,0,0,2,0
ISLR2,6543,8452,8046,5511,8514,7386,4942,5686,4250,4254,4995,4380
AC010931.1,242,330,296,203,276,226,165,188,146,120,158,158
AC010931.2,3,0,2,1,2,0,1,0,0,0,1,0
ISLR,2,14,9,6,11,7,5,10,7,9,9,10
STRA6,178,331,215,132,332,179,252,383,182,197,289,204
CCDC33,122,180,130,113,176,138,79,115,93,90,77,109
AC023300.3,55,44,56,49,56,49,26,36,26,23,23,14
AC023300.1,0,0,0,0,0,0,0,0,0,0,0,0
AC023300.2,0,0,1,0,0,0,0,0,3,1,0,1
CYP11A1,2,2,0,0,1,1,0,1,0,1,3,0
PPIAP46,0,4,3,1,1,1,3,6,1,1,2,2
AC090826.1,0,1,0,5,0,1,4,4,2,0,1,0
AC090826.2,0,0,0,0,0,0,0,0,0,0,0,0
LINC02255,0,0,0,0,0,0,0,0,0,0,0,0
SEMA7A,487,651,604,410,653,577,500,493,400,387,481,440
MIR6881,0,0,0,0,0,0,0,0,0,0,0,0
AC090826.3,0,0,0,0,0,0,1,0,0,0,0,1
UBL7,3674,4040,4152,2968,3974,3715,2845,3181,2916,2638,2845,3120
UBL7-AS1,323,363,343,286,370,282,272,303,278,215,258,272
AC012435.2,13,9,8,11,23,10,2,17,3,1,6,12
AC012435.3,10,25,24,29,36,17,16,29,20,28,27,14
AC012435.1,0,0,1,0,0,0,0,1,1,0,0,0
ARID3B,2186,2356,2434,1881,2452,2290,1619,1969,1770,1490,1715,1750
CLK3,6081,6790,6480,5268,6473,6094,5064,5838,5139,4355,4693,5362
AC100835.2,14,12,16,7,14,13,4,5,6,16,8,12
AC100835.1,5,17,11,10,24,22,12,11,7,4,9,10
EDC3,9119,9985,9953,7763,9886,9278,6989,8292,7278,6188,6773,7706
CYP1A1,183,147,153,91,119,138,104,129,84,72,72,73
CYP1A2,19,9,10,12,16,16,6,13,11,5,3,17
CSK,7858,8406,8703,6594,8447,7891,6480,7139,6588,5488,6103,6581
MIR4513,0,0,0,0,0,0,0,0,0,0,0,0
LMAN1L,1,3,6,7,6,4,2,3,1,6,5,0
AC091230.1,2,0,1,4,2,0,1,2,0,2,5,4
CPLX3,0,0,0,0,0,0,0,0,0,0,0,0
ULK3,5842,6940,7014,5594,6747,6079,4683,5751,4914,4307,4897,5154
MIR6882,1,0,0,0,4,1,0,0,0,0,2,0
SCAMP2,5489,6068,5993,4698,5915,5640,4364,5011,4697,3901,4198,5027
MPI,4540,5049,5050,3737,4821,4419,3934,4763,4073,3492,3842,4460
FAM219B,11047,11562,12025,9248,11410,11069,8354,10506,9181,7470,8165,9288
COX5A,5144,5823,6225,4212,5966,5422,4321,4981,4301,3854,4230,4686
RPP25,1003,1261,1262,867,1186,1075,871,974,804,782,814,780
SCAMP5,18985,22245,21838,16085,22031,19939,14840,17576,14142,13233,14709,15565
AC015720.2,4,7,7,3,7,7,6,4,4,11,0,5
AC015720.1,10,7,9,10,7,4,6,10,9,4,2,3
PPCDC,728,878,869,628,811,813,546,677,577,472,640,647
AC113208.2,4,2,4,0,1,0,0,6,0,1,0,1
AC113208.1,0,0,0,1,0,0,0,0,0,0,0,0
RPL36AP45,7,7,7,7,12,4,4,13,11,9,9,5
C15orf39,2243,2351,2405,1770,2407,2105,1939,2002,1983,1818,1859,2115
AC113208.4,0,0,0,0,0,0,3,0,0,0,0,0
AC113208.5,1,2,3,4,4,3,9,5,8,3,1,2
AC113208.3,1,1,0,0,0,0,0,0,0,0,0,0
AC068338.1,0,0,0,0,0,0,0,0,0,0,0,0
NIFKP4,2,0,2,0,1,6,0,6,0,2,1,2
GOLGA6C,2,4,3,0,2,3,1,1,1,2,0,1
RN7SL489P,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6D,3,0,1,0,0,0,2,0,5,1,2,1
RN7SL327P,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P34,4,11,8,3,11,5,5,3,6,6,6,5
ANP32BP1,48,43,43,28,41,30,34,22,26,20,26,31
COMMD4,4232,5064,4886,3843,4847,4471,3239,3990,3359,3018,3503,3926
AC068338.3,207,219,264,161,289,262,168,184,163,133,153,168
NEIL1,2435,2548,2790,2211,2436,2397,1934,2134,2049,1662,1846,2063
MIR631,41,57,27,29,50,34,22,22,23,27,42,29
MAN2C1,10316,11544,11659,9621,11009,9948,8942,11957,10604,8091,9312,10230
AC068338.2,151,146,138,104,139,146,79,101,96,52,85,89
SIN3A,9069,9713,9391,7573,9862,9880,6862,8320,7261,6277,6778,7440
RPL13P4,0,0,0,0,0,0,0,0,0,0,1,0
AC105137.1,0,0,0,0,0,0,0,0,0,0,0,0
AC105137.2,19,46,27,20,28,29,17,26,34,21,16,36
PTPN9,6203,7022,7319,5531,7295,6898,4934,5853,4793,4149,4516,4941
AC105036.2,2,3,5,2,1,2,2,6,5,1,2,1
AC105036.1,4,7,11,9,11,6,4,2,3,4,0,2
AC105036.3,76,69,98,62,55,69,48,68,42,61,61,77
SNUPN,1305,1234,1402,1015,1304,1305,869,1107,916,817,939,1004
AC105020.3,3,7,1,4,6,14,6,3,4,3,2,8
AC105020.2,1,2,3,3,1,0,2,0,2,3,0,2
IMP3,3382,3915,3919,2778,3657,3517,2807,3005,2580,2446,2609,2929
AC105020.6,35,47,66,37,38,51,40,44,33,22,34,28
AC105020.5,16,17,10,12,15,12,7,24,13,14,6,4
SNX33,4351,4568,4474,3715,4659,4493,3376,4056,3660,2995,3261,3829
CSPG4,1134,1071,777,839,880,874,779,1091,1026,565,573,717
AC105020.4,84,91,70,50,77,87,52,71,69,50,58,79
AC105020.1,146,145,119,120,145,119,119,165,144,100,114,162
ODF3L1,32,51,38,37,35,47,26,37,39,28,27,51
DNM1P35,16,6,21,7,16,6,8,13,16,10,8,16
AC019294.2,4,16,9,2,5,3,3,5,4,5,7,7
PPIAP47,0,0,0,0,0,1,1,0,0,0,0,0
AC019294.3,0,0,0,1,0,1,0,1,0,0,1,1
MIR4313,0,0,0,0,0,0,0,0,0,0,0,0
AC019294.1,5,6,2,1,4,3,1,0,3,0,0,0
RN7SL319P,0,0,0,0,0,0,0,0,0,0,0,0
DNM1P49,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2,4483,4519,4837,3582,4550,4764,3140,4294,3471,2597,2941,3329
RN7SL510P,8,11,6,5,12,15,6,7,10,4,7,6
FBXO22,8681,8762,8578,6583,9623,9329,6707,9250,7172,5614,6179,7669
NRG4,47,40,56,51,41,47,41,36,42,40,32,32
AC027104.1,3,3,0,1,4,2,3,3,0,3,2,2
TMEM266,275,408,372,238,452,347,355,411,313,302,363,375
AC091100.1,4,3,3,4,5,8,3,2,2,4,4,4
ETFA,7540,8112,8155,6251,7798,7557,5661,7377,6049,5024,5559,6749
TYRO3P,25,26,21,18,37,37,25,20,36,19,25,30
AC027243.3,0,0,1,0,0,0,0,0,0,1,0,3
ISL2,176,185,201,201,213,250,163,154,166,127,142,133
AC027243.1,4,1,2,0,0,0,0,1,0,0,0,0
AC027243.2,3,0,4,0,1,0,0,1,3,3,2,0
SCAPER,4586,4991,4971,3678,5307,4680,3556,4675,3606,3198,3513,3878
AC090751.1,0,0,0,0,0,0,0,0,0,0,0,0
MIR3713,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP217,0,0,0,0,0,0,0,0,0,0,0,0
RCN2,14492,15603,17305,12769,16917,16392,12104,15719,13021,10178,11083,12943
RN7SL278P,0,0,0,0,0,0,0,0,1,0,0,0
KRT8P23,1,0,2,0,0,0,0,0,1,0,0,1
PSTPIP1,20,35,35,32,43,24,26,28,22,21,21,22
TSPAN3,48025,52241,53391,40076,52336,48180,39092,47812,41873,36596,37714,46021
AC090181.1,2,1,3,2,4,5,3,1,0,0,2,1
AC090181.3,376,286,210,202,494,469,323,395,285,255,276,324
AC090181.2,171,174,129,98,278,234,134,210,147,123,140,157
PEAK1,14379,14458,13267,11946,15309,15901,10499,13320,11695,9018,9574,12017
AC087465.1,0,0,0,0,0,0,0,0,0,0,0,0
AC060773.1,0,0,0,0,0,0,0,0,0,0,0,0
HMG20A,7336,8437,7539,6081,8309,7896,5530,7022,5760,4880,5442,6035
AC090984.1,4,0,3,1,2,4,5,0,1,2,3,1
AC046168.1,40,46,58,35,46,60,36,48,40,26,30,44
AC046168.2,33,34,43,22,49,38,32,36,25,24,31,21
LINGO1,6910,8864,8840,6281,9059,7769,6201,6363,4910,5059,5860,5090
LINGO1-AS1,17,24,13,19,14,15,22,20,12,12,10,16
LINGO1-AS2,0,0,0,1,0,0,0,0,0,0,0,0
AC105133.2,6,2,1,1,0,1,3,1,3,2,0,0
AC105133.1,0,0,0,0,0,0,0,0,0,0,0,0
CSPG4P13,5,3,1,0,3,4,2,9,5,8,3,5
AC104758.2,5,13,14,5,19,7,17,14,15,14,7,21
AC104758.3,0,0,0,0,1,0,0,0,0,0,0,0
RN7SL214P,0,0,0,0,1,0,0,0,0,0,0,0
COMMD4P1,7,4,2,5,8,4,7,6,4,9,10,8
AC104758.4,0,0,0,0,0,0,0,0,0,1,0,0
ADAMTS7P3,41,37,24,22,35,37,20,49,29,31,23,28
TBC1D2B,3693,4018,3865,3192,4040,3743,2822,3319,3118,2537,2776,3053
AC104758.1,0,0,0,0,1,0,0,0,0,1,0,0
SH2D7,7,7,14,3,5,7,6,3,5,4,5,7
AC090260.1,1,0,5,1,2,1,1,3,0,0,0,4
CIB2,3461,3948,4284,2952,4143,3761,2903,3394,2985,2524,2637,2785
IDH3A,4355,4767,4856,3570,4528,4406,3250,4361,3561,2927,3226,3807
AC090260.2,42,37,53,40,48,42,34,41,32,37,34,52
ACSBG1,1409,2041,1510,1081,2017,1217,1536,2005,1354,1102,1628,1461
AC090607.3,0,0,0,1,0,0,0,0,1,0,0,1
DNAJA4,20,28,26,35,14,24,15,13,7,13,10,22
WDR61,4613,4997,5187,3806,5088,4812,3517,4494,3790,3124,3475,4031
AC090607.4,17,24,23,18,21,14,21,19,10,10,19,19
AC090607.2,266,271,276,228,303,265,190,259,244,166,194,199
AC090607.1,0,0,1,0,1,0,2,1,1,1,2,0
AC090607.5,2,2,0,0,1,2,1,1,0,0,1,0
AC011270.2,38,36,102,11,48,37,82,37,31,33,23,14
CRABP1,11305,15083,13741,9158,14387,11842,8845,9742,7298,7642,9117,8022
AC011270.1,0,0,5,1,0,0,0,0,1,0,2,0
IREB2,12046,11680,11582,8738,13267,13056,8959,11906,9589,7539,8368,10143
AC027228.1,0,0,0,0,0,0,0,0,0,0,0,0
HYKK,115,108,140,105,112,148,79,80,83,64,64,80
AC027228.3,3,2,5,6,3,3,3,1,2,2,3,0
PSMA4,8902,9020,10087,6960,8922,8932,5831,7773,6432,4928,5693,7040
CHRNA5,606,517,646,509,604,667,393,456,440,292,374,391
AC027228.2,8,5,2,5,5,8,2,3,3,3,2,4
CHRNA3,22,36,44,25,37,30,12,23,18,17,17,10
AC067863.2,0,0,0,0,0,0,0,0,0,0,0,0
CHRNB4,26,23,27,15,33,23,18,16,19,11,22,16
AC067863.1,0,0,0,0,0,1,0,0,0,0,0,0
AC022748.2,4,2,0,1,1,2,0,0,0,1,0,0
RPL18P11,0,1,0,0,1,1,1,0,1,0,0,1
AC022748.3,0,0,0,0,0,0,0,1,1,0,0,0
AC022748.1,3,5,1,1,8,3,1,3,0,3,3,6
ADAMTS7,5489,6467,6035,4883,6123,5552,4562,5938,4903,3964,4923,5159
MORF4L1,41065,41010,43965,32094,41180,42673,28539,36688,30254,24823,27294,33596
AC103975.1,8,16,14,16,14,14,7,13,8,12,13,14
RPL21P116,8,16,5,8,7,6,2,11,5,12,4,10
RNU6-415P,0,0,0,0,0,0,0,0,0,0,0,0
AC011944.2,21,15,22,24,32,38,15,22,17,19,21,21
CTSH,772,559,777,672,601,974,330,371,376,264,306,486
RASGRF1,14,17,11,18,16,10,22,10,8,16,12,16
AC011944.1,0,2,1,1,3,2,1,2,0,0,0,2
ANKRD34C-AS1,2,2,1,4,4,5,1,0,0,4,1,0
MIR184,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPCP3,53,97,68,61,72,71,56,55,61,63,55,54
ANKRD34C,0,2,1,0,1,0,3,0,0,0,1,1
TMED3,5228,5377,5772,4040,5263,5338,4160,4507,4115,3597,3778,4616
AC027811.1,0,0,0,0,0,0,2,0,0,0,0,0
MINAR1,834,944,855,619,987,929,610,729,621,610,576,563
AC023968.2,4,6,4,2,6,11,4,7,6,4,5,6
AC023968.1,0,1,0,1,0,0,0,0,0,2,0,0
AC026826.3,0,0,0,1,0,0,0,0,0,0,0,0
AC026826.1,1,2,0,1,2,2,1,0,3,0,0,0
AC026826.2,1,3,1,0,1,1,1,3,3,0,4,2
RNU6-667P,8,12,6,5,10,12,3,1,5,9,5,6
AC021483.1,26,22,16,20,23,22,11,18,7,11,12,6
MTHFS,91,71,40,56,80,97,60,76,49,33,68,56
AC021483.2,0,0,0,0,0,0,0,0,0,0,0,0
ST20-MTHFS,44,36,44,33,45,52,38,25,39,21,28,36
AC015871.4,2,4,11,3,0,9,6,4,7,8,3,9
AC015871.6,74,67,41,40,75,66,69,55,48,40,38,74
ST20,237,233,255,180,234,268,157,219,169,127,154,182
AC015871.7,0,0,0,0,0,0,0,0,0,0,0,0
AC015871.3,739,839,878,600,787,753,509,697,550,459,482,506
ST20-AS1,419,486,505,396,456,387,249,361,318,247,340,347
AC015871.8,62,64,91,68,71,73,64,66,52,45,80,61
AC015871.1,0,0,0,1,0,1,0,0,0,0,0,1
BCL2A1,6,6,7,8,5,15,4,4,5,9,8,3
AC015871.2,0,0,0,0,4,0,0,0,0,0,0,0
AC015871.5,0,0,0,0,0,0,0,0,0,0,0,0
AC092701.1,0,0,0,0,0,0,0,0,0,1,0,0
ZFAND6,8074,8272,8920,6547,8232,8374,5655,7626,6210,4947,5525,6629
FAH,997,1151,1247,913,1115,1186,823,1017,919,779,837,951
AC087761.1,4,2,4,3,9,5,2,4,9,1,6,4
CTXND1,1120,947,1164,1025,922,1263,570,592,668,525,468,690
LINC00927,6,2,2,4,2,2,5,6,3,1,1,2
AC016705.2,1837,1936,1697,1421,2001,1862,1312,1875,1508,1211,1323,1526
ARNT2,29304,33457,31818,26077,35073,31488,24474,28570,25056,22750,24471,25213
AC016705.1,0,0,0,0,0,0,0,0,0,0,0,1
AC016705.3,0,0,0,0,0,0,0,0,0,0,0,0
AC108451.1,0,1,3,2,0,2,8,2,1,1,0,0
AC108451.2,3,2,8,1,5,0,12,4,4,3,0,3
MIR5572,7,7,9,5,11,4,12,7,5,0,3,10
RNU6-380P,0,0,0,0,0,0,0,0,0,0,0,0
ABHD17C,2513,2894,2846,2254,2922,2913,2234,2708,2365,2094,2219,2181
AC023302.1,9,19,10,10,28,27,9,20,15,11,11,7
AC023302.2,4,0,0,3,6,6,1,6,3,0,0,8
CEMIP,233,238,185,213,285,229,204,275,265,143,193,251
MIR549A,2,0,0,0,0,0,0,0,0,0,0,0
AC027808.1,0,0,1,0,2,1,0,0,0,0,0,0
AC027808.2,10,15,13,4,10,14,8,15,21,6,11,9
MESD,6579,6966,7259,5394,7034,6846,4400,5654,4554,3930,4489,4891
AC068870.1,20,20,12,18,15,13,8,15,17,11,5,10
MIR4514,1,0,4,3,0,1,5,2,3,1,0,0
AC068870.2,94,98,132,110,122,135,68,81,47,50,76,85
TLNRD1,1712,2096,2044,1660,2153,2049,1497,1672,1416,1261,1387,1339
AC068870.4,0,0,0,0,0,0,0,0,0,0,0,0
CFAP161,248,137,240,252,193,284,90,89,125,115,88,146
AC068870.3,19,14,10,7,23,20,9,16,13,8,6,11
ANP32BP3,2,1,5,1,3,2,0,4,1,2,2,1
IL16,131,95,101,103,111,130,70,70,87,74,56,66
AC103858.1,4,2,3,1,1,1,1,1,2,2,1,1
STARD5,160,133,176,132,159,159,112,175,137,104,121,150
AC103858.3,11,7,6,13,7,11,5,4,4,11,2,4
TMC3-AS1,49,60,52,49,95,74,41,73,59,41,49,39
TMC3,0,2,1,2,1,3,1,1,3,6,1,0
AC103858.2,9,7,3,8,8,6,5,7,6,6,3,4
KF456110.1,3,0,0,2,0,4,2,3,3,0,2,1
AC109809.1,1,0,2,1,4,1,1,0,0,1,0,1
AC060809.1,5,1,3,2,1,3,1,0,4,0,1,0
AC023034.1,3,6,6,3,4,10,0,5,1,3,5,3
AC104041.1,260,260,327,213,303,326,167,243,215,179,200,190
AC026956.1,0,2,1,0,0,2,0,0,1,0,2,0
MEX3B,5215,6024,5709,4750,6484,5807,4293,5168,4409,3849,4355,4331
LINC01583,15,8,8,7,4,22,6,9,11,1,9,12
AC026956.2,2,0,1,1,0,3,2,3,2,1,2,2
EFL1,3390,3768,3764,2857,3809,3578,2627,3443,3039,2489,2713,3155
RNU1-77P,1,1,0,0,1,0,2,0,0,1,0,0
AC026624.1,0,0,0,1,0,1,0,1,0,0,0,0
SAXO2,692,582,679,601,672,761,433,481,462,385,395,495
ADAMTS7P1,22,30,11,16,23,22,28,28,25,22,22,13
GOLGA6L10,458,609,487,423,611,491,444,524,488,370,471,493
UBE2Q2P2,818,881,664,510,1005,1004,676,903,793,553,619,825
AC243919.1,2919,2999,3310,2119,2884,2741,2093,2948,2264,1891,2127,2536
AC243919.2,37,26,19,20,43,45,26,30,34,13,14,29
GOLGA6L9,3082,3099,3047,2537,3136,2944,2235,3006,2672,1897,2347,2765
UBE2Q2P6,28,20,17,15,15,29,7,22,16,16,17,17
CSPG4P10,373,361,294,324,384,395,324,306,277,216,240,226
AC245033.3,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P10,5986,7000,6602,5101,6540,6316,4944,5640,5100,4338,4856,5372
GOLGA6L17P,35,24,33,35,41,37,20,37,30,48,20,53
DNM1P38,2,2,5,3,4,0,3,2,6,2,2,2
AC245033.4,0,1,1,0,1,0,0,1,1,0,1,0
RPS17,1060,1085,1139,803,1025,1075,729,865,799,586,732,843
AC245033.1,0,0,0,1,0,0,0,1,0,0,0,0
AC245033.2,0,1,13,8,2,4,2,1,6,3,0,5
CPEB1,447,400,429,331,406,431,413,525,465,337,363,437
CPEB1-AS1,57,52,44,34,61,53,41,56,68,34,57,57
AP3B2,5668,7327,7007,5544,7409,6351,4651,5837,4553,4111,5010,4640
AC105339.4,75,90,79,76,87,85,65,83,69,66,61,80
AC105339.1,36,40,47,33,31,39,41,68,56,30,46,48
ACTG1P17,147,146,156,106,125,127,101,151,154,116,104,164
AC105339.5,0,0,0,0,1,1,0,0,0,1,0,1
AC105339.3,3,1,0,0,1,1,3,0,2,0,2,2
AC105339.6,101,112,90,74,129,90,90,118,80,66,103,104
SNHG21,236,224,223,161,214,214,157,172,190,122,142,135
AC105339.2,352,347,367,257,291,344,249,296,246,185,216,300
FSD2,13,13,14,17,16,11,15,9,9,3,4,5
SCARNA15,0,0,0,0,0,0,0,0,0,0,0,0
WHAMM,2037,2046,2159,1678,2199,2207,1691,2047,1743,1504,1551,1901
HOMER2,4069,4000,3483,3182,4019,4234,2988,3836,3101,2367,2747,3363
AC022558.2,0,0,0,3,1,0,1,2,5,1,1,0
RAMAC,1858,2038,2181,1549,2021,1908,1344,1693,1409,1283,1309,1559
C15orf40,4507,4763,4813,3733,4969,4522,3779,4774,4166,3383,3450,4523
AC024270.4,66,86,49,52,98,64,51,73,58,36,40,51
BTBD1,11159,11797,11671,9102,12114,11608,8700,11626,9273,7259,8286,9699
AC022558.3,60,42,42,40,65,35,33,43,41,40,41,38
AC022558.1,66,54,40,51,84,58,35,60,46,35,49,43
AC024270.2,4,2,2,4,2,2,5,6,5,1,1,1
AC024270.1,2,8,7,2,14,4,4,1,3,0,4,3
MIR4515,0,0,3,0,2,1,8,0,1,1,0,0
AC024270.5,355,403,393,310,465,495,280,380,243,225,289,270
TM6SF1,201,208,199,160,269,248,167,260,201,142,177,182
HDGFL3,18597,20127,20116,15364,21075,19887,13875,18536,14204,11998,13630,15228
AC024270.3,0,0,0,0,0,0,0,0,0,0,0,0
AC103876.1,1,0,0,0,1,0,0,0,0,0,0,1
BNC1,2,4,2,0,0,0,1,0,3,2,1,0
SH3GL3,283,395,384,254,358,328,224,270,236,217,233,212
ADAMTSL3,7,9,8,9,11,7,2,3,2,1,5,4
RNU6-401P,0,0,0,0,0,0,0,0,0,0,0,0
TUBAP4,0,0,1,0,0,0,0,0,0,0,0,0
RNU6-1339P,0,0,0,0,0,0,0,0,0,0,0,0
AC027807.2,0,0,0,0,0,0,0,0,0,0,0,0
AC027807.1,106,61,57,64,79,74,52,65,50,37,52,57
EFL1P1,75,90,64,62,98,88,76,93,86,56,69,71
DNM1P41,34,22,19,20,31,24,25,22,23,26,23,20
AC136698.1,0,0,0,0,0,0,0,0,0,0,0,0
UBE2Q2L,67,69,62,37,72,66,45,53,54,42,43,61
CSPG4P11,75,86,71,71,92,97,53,86,60,50,61,81
GOLGA2P7,346,549,694,342,563,431,375,325,384,480,376,552
RN7SL331P,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA6L4,325,325,232,322,228,191,173,261,198,138,211,186
UBE2Q2P8,1,0,1,0,0,0,0,0,0,0,0,0
AC243562.2,9,8,10,1,7,10,7,4,3,5,2,8
RN7SL417P,3,0,0,0,3,0,2,0,1,1,1,1
AC243562.1,154,165,165,98,184,148,154,130,69,86,114,156
DNM1P51,391,450,356,364,417,426,247,320,311,274,305,281
CSPG4P5,1,0,2,1,1,2,0,1,0,0,0,0
UBE2Q2P11,11,27,17,15,24,22,11,17,19,12,17,10
AC243562.3,8,13,10,4,4,6,9,9,9,3,12,17
AC243562.4,2,0,0,0,0,0,0,0,0,2,0,0
UBE2Q2P12,2,0,0,1,0,2,1,3,2,1,0,1
AC048382.4,1,0,0,0,2,0,0,0,0,0,0,0
AC048382.3,0,0,0,0,0,1,0,0,0,1,0,1
GOLGA6L5P,628,670,549,485,679,742,473,618,529,406,525,509
AC048382.2,54,61,59,57,80,43,40,58,56,33,36,35
UBE2Q2P1,1011,1064,909,890,1137,1056,750,1008,773,651,664,815
LINC00933,13,8,9,7,4,4,7,6,6,11,14,8
AC048382.5,76,94,88,76,113,82,59,52,38,43,48,43
ZSCAN2,2660,2894,2906,2174,2965,2751,1899,2312,1876,1653,1911,1978
AC048382.1,4,5,2,0,5,4,5,1,0,1,4,8
AC048382.6,38,66,49,42,54,50,33,51,29,25,33,33
SCAND2P,4144,4462,4345,3452,4587,4219,3235,4024,3456,2842,3128,3605
EGLN1P1,0,0,0,0,0,0,0,0,0,0,0,0
WDR73,7505,7704,7970,6411,7459,7491,4996,6371,5265,4508,5080,5459
NMB,795,790,820,566,815,780,549,641,597,523,566,599
SEC11A,9681,9667,10506,7488,9369,9453,6685,8498,7506,6051,6634,8041
AC115102.1,0,0,0,0,0,0,0,1,3,0,0,0
AC012291.3,105,92,90,59,89,73,66,88,75,58,73,68
ZNF592,9604,10044,9908,8162,10167,9968,7672,8746,7915,6785,7136,8119
AC012291.2,12,11,8,5,11,7,2,10,1,1,5,8
ALPK3,377,396,371,332,402,380,289,381,360,238,321,357
AC012291.1,0,0,0,0,0,0,0,0,0,0,0,0
SLC28A1,8,9,7,5,5,12,6,5,7,3,4,8
AC087468.2,0,6,2,2,2,1,1,1,1,0,1,3
RNU6-339P,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-796P,0,0,0,0,0,0,0,0,0,1,0,0
AC087468.1,0,0,0,0,0,0,0,0,0,0,0,0
PDE8A,2538,2420,2529,2064,2494,2597,2077,2588,2281,1697,1882,2303
